Date,Country,Price in US dollars
2016-01-01,Russia,1.52702431183444
2016-01-01,Saudi Arabia,3.19633486934981
2016-01-01,Singapore,3.27013393633675
2016-01-01,Sweden,5.23143277318251
2016-01-01,Thailand,3.09221424627278
2016-01-01,Turkey,3.40576820839979
2016-01-01,Taiwan,2.07634322856326
2016-01-01,Ukraine,1.54175588865096
2016-01-01,Uruguay,3.74358124896472
2016-01-01,United States,4.93
2016-01-01,Vietnam,2.67052409035273
2016-01-01,South Africa,1.77061101889179
2016-07-01,UAE,3.53924477961395
2016-07-01,Argentina,3.3478406427854
2016-07-01,Australia,4.30473750039754
2016-07-01,Brazil,4.78181060944948
2016-07-01,Canada,4.60475825019187
2016-07-01,Switzerland,6.59162356758949
2016-07-01,Chile,3.53237498464185
2016-07-01,China,2.78526504941599
2016-07-01,Colombia,3.03857972004097
2016-07-01,Costa Rica,4.11793773678142
2016-07-01,Czech Republic,3.05541919332859
2016-07-01,Denmark,4.43974160703847
2016-07-01,Egypt,2.5901046740128
2016-07-01,Euro area,4.20562899815015
2016-07-01,Britain,3.94022199859098
2016-07-01,Hong Kong,2.4756943549011
2016-07-01,Hungary,3.15082252221943
2016-07-01,Indonesia,2.36415633937083
2016-07-01,India,2.41071428571429
2016-07-01,Israel,4.37965662455458
2016-07-01,Japan,3.46685406418365
2016-07-01,South Korea,3.85643542661817
2016-07-01,Sri Lanka,3.62517099863201
2016-07-01,Mexico,2.37388724035608
2016-07-01,Malaysia,1.9865905140303
2016-07-01,Norway,5.51006351878779
2016-07-01,New Zealand,4.22130000059584
2016-07-01,Pakistan,3.57756153405839
2016-07-01,Peru,3.02494063554003
2016-07-01,Philippines,2.82288018677704
2016-07-01,Poland,2.42078852142776
2016-07-01,Russia,2.05022903423961
2016-07-01,Saudi Arabia,3.19957339021464
2016-07-01,Singapore,4.01414156293732
2016-07-01,Sweden,5.22871254297632
2016-07-01,Thailand,3.4034034034034
2016-07-01,Turkey,3.53263995005011
2016-07-01,Taiwan,2.15429766773861
2016-07-01,Ukraine,1.57258064516129
2016-07-01,Uruguay,4.07757334659373
2016-07-01,United States,5.04
2016-07-01,Vietnam,2.69058295964126
2016-07-01,South Africa,2.10176022418776
2017-01-01,UAE,3.5393411380343
2017-01-01,Argentina,3.46839035156866
2017-01-01,Australia,4.27518000105469
2017-01-01,Brazil,5.11794537756479
2017-01-01,Canada,4.50980392156863
2017-01-01,Switzerland,6.35013677217663
2017-01-01,Chile,3.64147115434636
2017-01-01,China,2.82967112291745
2017-01-01,Colombia,3.30592311224277
2017-01-01,Costa Rica,4.05895405264012
2017-01-01,Czech Republic,2.90565343302953
2017-01-01,Denmark,4.22460834360148
2017-01-01,Egypt,1.46457112413426
2017-01-01,Euro area,4.06177800194884
2017-01-01,Britain,3.72839400200588
2017-01-01,Hong Kong,2.47551879524752
2017-01-01,Hungary,3.05481146382492
2017-01-01,Indonesia,2.32575587065796
2017-01-01,India,2.48801726976693
2017-01-01,Israel,4.38391699092088
2017-01-01,Japan,3.25718938841983
2017-01-01,South Korea,3.67754607380166
2017-01-01,Sri Lanka,3.66520058643209
2017-01-01,Mexico,2.23229539190451
2017-01-01,Malaysia,1.78910880017891
2017-01-01,Norway,5.66582064786925
2017-01-01,New Zealand,4.18530000010673
2017-01-01,Pakistan,3.57909806728704
2017-01-01,Peru,3.2420643107666
2017-01-01,Philippines,2.68064093520105
2017-01-01,Poland,2.30097192095203
2017-01-01,Russia,2.15098241985522
2017-01-01,Saudi Arabia,3.19944542945889
2017-01-01,Singapore,3.89226759339705
2017-01-01,Sweden,5.26053339616748
2017-01-01,Thailand,3.34523374469401
2017-01-01,Turkey,2.74855221610012
2017-01-01,Taiwan,2.16267042783263
2017-01-01,Ukraine,1.54213328437672
2017-01-01,Uruguay,4.35161009573542
2017-01-01,United States,5.06
2017-01-01,Vietnam,2.6581605528974
2017-01-01,South Africa,1.88640028668697
2017-07-01,UAE,3.81159814865233
2017-07-01,Argentina,4.12553410932665
2017-07-01,Australia,4.52795500055083
2017-07-01,Brazil,5.10156757258139
2017-07-01,Canada,4.65569679482181
2017-07-01,Switzerland,6.74168957112483
2017-07-01,Chile,3.84409554461789
2017-07-01,China,2.9171270718232
2017-07-01,Colombia,3.24360452925142
2017-07-01,Costa Rica,4.00003493480292
2017-07-01,Czech Republic,3.28139971386194
2017-07-01,Denmark,4.60649054517816
2017-07-01,Egypt,1.75398378529494
2017-07-01,Euro area,4.46502449985779
2017-07-01,Britain,4.11143150160695
2017-07-01,Hong Kong,2.45791461307047
2017-07-01,Hungary,3.20894752849616
2017-07-01,Indonesia,2.40293204682299
2017-07-01,India,2.75723192502808
2017-07-01,Israel,4.77333709927976
2017-07-01,Japan,3.36104723155846
2017-07-01,South Korea,3.84396977241952
2017-07-01,Sri Lanka,3.77297121483168
2017-07-01,Mexico,2.75424026530641
2017-07-01,Malaysia,2.00302783277047
2017-07-01,Norway,5.91416018925313
2017-07-01,New Zealand,4.43225999862689
2017-07-01,Pakistan,3.56633380884451
2017-07-01,Peru,3.22927879440258
2017-07-01,Philippines,2.64945182050953
2017-07-01,Poland,2.72339966564202
2017-07-01,Russia,2.27813538775694
2017-07-01,Saudi Arabia,3.1998720051198
2017-07-01,Singapore,4.06474559047688
2017-07-01,Sweden,5.81892070131244
2017-07-01,Thailand,3.49624667636214
2017-07-01,Turkey,3.00611009353896
2017-07-01,Taiwan,2.26396522024444
2017-07-01,Ukraine,1.69785838317577
2017-07-01,Uruguay,4.52882773036057
2017-07-01,United States,5.3
2017-07-01,Vietnam,2.63939293962389
2017-07-01,South Africa,2.26073850791259
2018-01-01,UAE,3.81159814865233
2018-01-01,Argentina,3.96039603960396
2018-01-01,Australia,4.70613499966375
2018-01-01,Brazil,5.11168251804579
2018-01-01,Canada,5.25724375953126
2018-01-01,Switzerland,6.76484362803768
2018-01-01,Chile,4.29088928680469
2018-01-01,China,3.17164179104478
2018-01-01,Colombia,3.83246839092584
2018-01-01,Costa Rica,4.02793168346437
2018-01-01,Czech Republic,3.80777943799104
2018-01-01,Denmark,4.93202031992372
2018-01-01,Egypt,1.93276836158192
2018-01-01,Euro area,4.8357874973246
2018-01-01,Britain,4.41304599875552
2018-01-01,Hong Kong,2.62181864688579
2018-01-01,Hungary,3.42663850530346
2018-01-01,Indonesia,2.67609851036754
2018-01-01,India,2.81861065982893
2018-01-01,Israel,4.80160635558078
2018-01-01,Japan,3.43192594265071
2018-01-01,South Korea,4.11503390226795
2018-01-01,Sri Lanka,3.77113133940182
2018-01-01,Mexico,2.57186486993329
2018-01-01,Malaysia,2.27617602427921
2018-01-01,Norway,6.24195870116304
2018-01-01,New Zealand,4.51019000139252
2018-01-01,Pakistan,3.39351160580969
2018-01-01,Peru,3.26899128268991
2018-01-01,Philippines,2.64169541646131
2018-01-01,Poland,2.96557292813624
2018-01-01,Russia,2.29095074455899
2018-01-01,Saudi Arabia,3.19974402047836
2018-01-01,Singapore,4.38546746814865
2018-01-01,Sweden,6.12311068987879
2018-01-01,Thailand,3.7245696400626
2018-01-01,Turkey,2.82701309630253
2018-01-01,Taiwan,2.33478834636078
2018-01-01,Ukraine,1.6367752045969
2018-01-01,Uruguay,4.89853044086774
2018-01-01,United States,5.28
2018-01-01,Vietnam,2.86198621843559
2018-01-01,South Africa,2.44735135399714
2018-07-01,United Arab Emirates,3.81144249486136
2018-07-01,Argentina,2.70513976555455
2018-07-01,Australia,4.51541749999998
2018-07-01,Azerbaijan,2.32114000293815
2018-07-01,Bahrain,3.16163878276907
2018-07-01,Brazil,4.40293355217737
2018-07-01,Canada,5.06724578047015
2018-07-01,Switzerland,6.54417316889001
2018-07-01,Chile,4.05075721541129
2018-07-01,China,3.09574146783449
2018-07-01,Colombia,4.14046978674841
2018-07-01,Costa Rica,4.03311025008806
2018-07-01,Czech Republic,3.39908677868546
2018-07-01,Denmark,4.71764872387602
2018-07-01,Egypt,1.7520245741413
2018-07-01,Euro area,4.735082
2018-07-01,Britain,4.231535
2018-07-01,Guatemala,3.33907654499072
2018-07-01,Hong Kong,2.54833880164368
2018-07-01,Honduras,3.54275901736369
2018-07-01,Croatia,3.32660092669597
2018-07-01,Hungary,3.07491728472504
2018-07-01,Indonesia,2.19359331476323
2018-07-01,India,2.51362150381402
2018-07-01,Israel,4.67688244518419
2018-07-01,Jordan,2.74628547285402
2018-07-01,Japan,3.50561797752809
2018-07-01,South Korea,4.03225806451613
2018-07-01,Kuwait,3.47107438016529
2018-07-01,Lebanon,4.3017868960953
2018-07-01,Sri Lanka,3.64161486783449
2018-07-01,Moldova,2.58217935937932
2018-07-01,Mexico,2.57197595989817
2018-07-01,Malaysia,2.10068365444375
2018-07-01,Nicaragua,3.26081450714213
2018-07-01,Norway,5.22290617422123
2018-07-01,New Zealand,4.23397999999999
2018-07-01,Oman,2.72727272727273
2018-07-01,Pakistan,3.08667380031278
2018-07-01,Peru,3.20953690967446
2018-07-01,Philippines,2.61745844784714
2018-07-01,Poland,2.73939163807483
2018-07-01,Qatar,3.29579785773139
2018-07-01,Romania,2.31548480463097
2018-07-01,Russia,2.09202832606353
2018-07-01,Saudi Arabia,3.19965870307167
2018-07-01,Singapore,4.27775933915994
2018-07-01,Sweden,5.82684002467838
2018-07-01,Thailand,3.5875791377751
2018-07-01,Turkey,2.28419654714475
2018-07-01,Taiwan,2.27179191703021
2018-07-01,Ukraine,1.90846978892324
2018-07-01,Uruguay,4.47141488342383
2018-07-01,United States,5.51
2018-07-01,Vietnam,2.82124178042058
2018-07-01,South Africa,2.32002933714517
2019-01-01,United Arab Emirates,3.81144249486136
2019-01-01,Argentina,2.00240288346015
2019-01-01,Australia,4.35204500000001
2019-01-01,Azerbaijan,2.32832301797819
2019-01-01,Bahrain,3.18302387267905
2019-01-01,Brazil,4.54551567396011
2019-01-01,Canada,5.08487306594562
2019-01-01,Switzerland,6.6215046095859
2019-01-01,Chile,3.88812795475633
2019-01-01,China,3.05122852095712
2019-01-01,Colombia,3.72865423781921
2019-01-01,Costa Rica,3.77280777626756
2019-01-01,Czech Republic,3.80966893976913
2019-01-01,Denmark,4.60444021518084
2019-01-01,Egypt,2.23338916806253
2019-01-01,Euro area,4.6419075
2019-01-01,Britain,4.072992
2019-01-01,Guatemala,3.23486407101174
2019-01-01,Hong Kong,2.55286016070255
2019-01-01,Honduras,3.49232305220818
2019-01-01,Croatia,3.24131597428556
2019-01-01,Hungary,3.03280333608367
2019-01-01,Indonesia,2.34208658623137
2019-01-01,India,2.55435172562244
2019-01-01,Israel,4.58486724112356
2019-01-01,Jordan,2.74802705749718
2019-01-01,Japan,3.59645887126522
2019-01-01,South Korea,4.0228857500447
2019-01-01,Kuwait,3.46420323325635
2019-01-01,Lebanon,4.31320504313205
2019-01-01,Sri Lanka,3.18252901314165
2019-01-01,Moldova,2.31709436366796
2019-01-01,Mexico,2.53770958762219
2019-01-01,Malaysia,2.19793564055859
2019-01-01,Nicaragua,3.18287305280788
2019-01-01,Norway,5.85967256149726
2019-01-01,New Zealand,4.19120000000001
2019-01-01,Oman,2.72798129384256
2019-01-01,Pakistan,3.31221198156682
2019-01-01,Peru,3.13573241750037
2019-01-01,Philippines,2.67213818771771
2019-01-01,Poland,2.80115781189558
2019-01-01,Qatar,3.29557157569516
2019-01-01,Romania,2.28672592483311
2019-01-01,Russia,1.65209567368974
2019-01-01,Saudi Arabia,3.19901896751663
2019-01-01,Singapore,4.27760159303783
2019-01-01,Sweden,5.83859649122807
2019-01-01,Thailand,3.71787862219792
2019-01-01,Turkey,1.99687929561244
2019-01-01,Taiwan,2.24004155439405
2019-01-01,Ukraine,1.94244604316547
2019-01-01,Uruguay,4.30636727160874
2019-01-01,United States,5.58
2019-01-01,Vietnam,2.80184490710807
2019-01-01,South Africa,2.23544258157563
2019-07-09,United Arab Emirates,4.01562691422893
2019-07-09,Argentina,2.87050437153895
2019-07-09,Australia,4.260105
2019-07-09,Azerbaijan,2.32832301797819
2019-07-09,Bahrain,3.71352785145889
2019-07-09,Brazil,4.59643316786174
2019-07-09,Canada,5.1559346559537
2019-07-09,Switzerland,6.54219717175784
2019-07-09,Chile,3.82747372236318
2019-07-09,China,3.05028614589083
2019-07-09,Colombia,3.68763557483731
2019-07-09,Costa Rica,3.93514739618686
2019-07-09,Czech Republic,3.72818463724764
2019-07-09,Denmark,4.50497800069076
2019-07-09,Egypt,2.52783629250677
2019-07-09,Euro area,4.572252
2019-07-09,Britain,4.101314
2019-07-09,Guatemala,3.25512356449051
2019-07-09,Hong Kong,2.6246719160105
2019-07-09,Honduras,3.51258403653087
2019-07-09,Croatia,3.3342932056198
2019-07-09,Hungary,3.09766738762007
2019-07-09,Indonesia,2.26468506723284
2019-07-09,India,2.66941290420454
2019-07-09,Israel,4.76631059522808
2019-07-09,Jordan,3.24400564174894
2019-07-09,Japan,3.58571231554268
2019-07-09,South Korea,3.81178264368303
2019-07-09,Kuwait,3.61247947454844
2019-07-09,Lebanon,4.31320504313205
2019-07-09,Sri Lanka,3.64309093496513
2019-07-09,Moldova,2.41380471758485
2019-07-09,Mexico,2.64616768764637
2019-07-09,Malaysia,2.13639106819553
2019-07-09,Nicaragua,3.31703963259263
2019-07-09,Norway,4.85394816676779
2019-07-09,New Zealand,4.2288
2019-07-09,Oman,3.14285714285714
2019-07-09,Pakistan,3.0485868529692
2019-07-09,Peru,3.19459656809054
2019-07-09,Philippines,2.76708725093779
2019-07-09,Poland,2.83632066180815
2019-07-09,Qatar,3.56971236356147
2019-07-09,Romania,2.20420932878271
2019-07-09,Russia,2.03638072487322
2019-07-09,Saudi Arabia,3.46634314130681
2019-07-09,Singapore,4.26063321824726
2019-07-09,Sweden,5.38255734798233
2019-07-09,Thailand,3.86018976563134
2019-07-09,Turkey,2.44494931842013
2019-07-09,Taiwan,2.30976517387399
2019-07-09,Ukraine,2.22243883419437
2019-07-09,Uruguay,4.66313140647436
2019-07-09,United States,5.74
2019-07-09,Vietnam,2.79798545047566
2019-07-09,South Africa,2.18694885361552
2020-01-14,United Arab Emirates,4.01562691422893
2020-01-14,Argentina,2.84688740310594
2020-01-14,Australia,4.45114500000001
2020-01-14,Azerbaijan,2.32832301797819
2020-01-14,Bahrain,3.71352785145889
2020-01-14,Brazil,4.80455829450252
2020-01-14,Canada,5.18158509050553
2020-01-14,Switzerland,6.7131422669765
2020-01-14,Chile,3.41641431788182
2020-01-14,China,3.12273057371097
2020-01-14,Colombia,3.61963423443976
2020-01-14,Costa Rica,4.12306018790628
2020-01-14,Czech Republic,3.75591833307926
2020-01-14,Denmark,4.46471756940776
2020-01-14,Egypt,2.6448362720403
2020-01-14,Euro area,4.582058
2020-01-14,Britain,4.4102205
2020-01-14,Guatemala,3.2440989839482
2020-01-14,Hong Kong,2.63653726198821
2020-01-14,Honduras,3.52872462968671
2020-01-14,Croatia,3.28529829015157
2020-01-14,Hungary,3.01255028448517
2020-01-14,Indonesia,2.41404535479151
2020-01-14,India,2.65243943302696
2020-01-14,Israel,4.91400491400492
2020-01-14,Jordan,3.24400564174894
2020-01-14,Japan,3.54416575790622
2020-01-14,South Korea,3.89239685148344
2020-01-14,Kuwait,3.6255767963085
2020-01-14,Lebanon,4.29326287978864
2020-01-14,Sri Lanka,3.19647285753651
2020-01-14,Moldova,2.58323765786452
2020-01-14,Mexico,2.65667755904466
2020-01-14,Malaysia,2.33157442630998
2020-01-14,Nicaragua,3.54229948370985
2020-01-14,Norway,5.97173005526667
2020-01-14,New Zealand,4.29454999999999
2020-01-14,Oman,2.99961044020257
2020-01-14,Pakistan,3.35754640839387
2020-01-14,Peru,3.57615097968506
2020-01-14,Philippines,2.80743376828786
2020-01-14,Poland,2.89732918927461
2020-01-14,Qatar,3.57044767920901
2020-01-14,Romania,2.21022753710856
2020-01-14,Russia,2.1975338786473
2020-01-14,Saudi Arabia,3.46500346500347
2020-01-14,Singapore,4.37961622684928
2020-01-14,Sweden,5.4444926050047
2020-01-14,Thailand,3.79819998348609
2020-01-14,Turkey,2.20908974958548
2020-01-14,Taiwan,2.40927571148923
2020-01-14,Ukraine,2.3759899958316
2020-01-14,Uruguay,4.78162147722719
2020-01-14,United States,5.67
2020-01-14,Vietnam,2.84777355885399
2020-01-14,South Africa,2.15412410534362
2020-07-01,United Arab Emirates,4.0158455737214
2020-07-01,Argentina,3.50923243962541
2020-07-01,Australia,4.57845000000001
2020-07-01,Azerbaijan,2.32489699823426
2020-07-01,Bahrain,3.71303540644477
2020-07-01,Brazil,3.91352788622682
2020-07-01,Canada,5.0767414403778
2020-07-01,Switzerland,6.90571049136786
2020-07-01,Chile,3.47848165545258
2020-07-01,China,3.09845077461269
2020-07-01,Colombia,3.2900102570908
2020-07-01,Costa Rica,4.039015167791
2020-07-01,Czech Republic,3.80124202379834
2020-07-01,Denmark,4.58060723583256
2020-07-01,Egypt,2.63322884012539
2020-07-01,Euro area,4.7861385
2020-07-01,Britain,4.2773325
2020-07-01,Guatemala,3.24970752632263
2020-07-01,Hong Kong,2.64483708448642
2020-07-01,Honduras,3.52359390377754
2020-07-01,Croatia,3.31965234186383
2020-07-01,Hungary,2.89037807590422
2020-07-01,Indonesia,2.35538621406304
2020-07-01,India,2.52667974334253
2020-07-01,Israel,4.94660575552129
2020-07-01,Jordan,3.24400564174894
2020-07-01,Japan,3.63551619669075
2020-07-01,South Korea,3.74703359840127
2020-07-01,Kuwait,3.73619233268356
2020-07-01,Lebanon,5.95238095238095
2020-07-01,Sri Lanka,3.65886467581383
2020-07-01,Moldova,2.75256222547584
2020-07-01,Mexico,2.2285612408629
2020-07-01,Malaysia,2.34204665338178
2020-07-01,Nicaragua,3.49088878028346
2020-07-01,Norway,5.54900464729139
2020-07-01,New Zealand,4.34840999999999
2020-07-01,Oman,2.85714285714286
2020-07-01,Pakistan,3.3033033033033
2020-07-01,Peru,3.40262488205187
2020-07-01,Philippines,2.87298183142476
2020-07-01,Poland,2.78943564645171
2020-07-01,Qatar,3.57044767920901
2020-07-01,Romania,2.32391638595791
2020-07-01,Russia,1.91258766026776
2020-07-01,Saudi Arabia,3.7322882926114
2020-07-01,Singapore,4.2519458057077
2020-07-01,Sweden,5.75593101637048
2020-07-01,Thailand,4.0783813923849
2020-07-01,Turkey,2.03950725271521
2020-07-01,Taiwan,2.44428224670277
2020-07-01,Ukraine,2.17471433837081
2020-07-01,Uruguay,4.32741843159702
2020-07-01,United States,5.71
2020-07-01,Vietnam,2.84728213977567
2020-07-01,South Africa,1.85934922777028